,type,sms,processedSMS,filteredSMS
624,0,"What will we do in the shower, baby?",shower babi,"['shower', 'babi']"
625,0,Okie,oki,['oki']
626,0,I had askd u a question some hours before. Its answer,askd u question hour answer,"['askd', 'u', 'question', 'hour', 'answer']"
627,0,Dunno da next show aft 6 is 850. Toa payoh got 650.,dunno da next show aft 6 850 toa payoh got 650,"['dunno', 'da', 'next', 'show', 'aft', '6', '850', 'toa', 'payoh', 'got', '650']"
628,0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,look back build coat want get sick hurri home wear coat gym,"['look', 'back', 'build', 'coat', 'want', 'get', 'sick', 'hurri', 'home', 'wear', 'coat', 'gym']"
629,0,So what u doing today?,u today,"['u', 'today']"
630,0,Shall i come to get pickle,shall come get pickl,"['shall', 'come', 'get', 'pickl']"
631,0,Is xy going 4 e lunch?,xy go 4 e lunch,"['xy', 'go', '4', 'e', 'lunch']"
632,0,Lol they don't know about my awesome phone. I could click delete right now if I want.,lol know awesom phone could click delet right want,"['lol', 'know', 'awesom', 'phone', 'could', 'click', 'delet', 'right', 'want']"
633,0,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",respons one power weapon 2 occupi place other heart,"['respons', 'one', 'power', 'weapon', '2', 'occupi', 'place', 'other', 'heart']"
634,0,I was just callin to say hi. Take care bruv!,callin say hi take care bruv,"['callin', 'say', 'hi', 'take', 'care', 'bruv']"
635,0,Stupid.its not possible,stupid possibl,"['stupid', 'possibl']"
636,0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,pick 5 15pm go taunton still want come,"['pick', '5', '15pm', 'go', 'taunton', 'still', 'want', 'come']"
637,0,Hi' Test on  &lt;#&gt; rd ....,hi test lt gt rd,"['hi', 'test', 'lt', 'gt', 'rd']"
638,0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok walik ard u wan 2 buy anyth go ur hous,"['ok', 'walik', 'ard', 'u', 'wan', '2', 'buy', 'anyth', 'go', 'ur', 'hous']"
639,0,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",famou quot develop abil listen anyth uncondit without lose temper self confid mean marri,"['famou', 'quot', 'develop', 'abil', 'listen', 'anyth', 'uncondit', 'without', 'lose', 'temper', 'self', 'confid', 'mean', 'marri']"
640,0,Ya even those cookies have jelly on them,ya even cooki jelli,"['ya', 'even', 'cooki', 'jelli']"
641,0,Stop knowing me so well!,stop know well,"['stop', 'know', 'well']"
642,0,Ew are you one of them?,ew one,"['ew', 'one']"
643,0,X course it 2yrs. Just so her messages on messenger lik you r sending me,x cours 2yr messag messeng lik r send,"['x', 'cours', '2yr', 'messag', 'messeng', 'lik', 'r', 'send']"
644,0,When are you guys leaving?,guy leav,"['guy', 'leav']"
645,0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah leav hour least 4 sound,"['yeah', 'leav', 'hour', 'least', '4', 'sound']"
646,0,Are you willing to go for apps class.,will go app class,"['will', 'go', 'app', 'class']"
647,0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,still work time also tri ad zero save check lt gt,"['still', 'work', 'time', 'also', 'tri', 'ad', 'zero', 'save', 'check', 'lt', 'gt']"
648,0,U know we watchin at lido?,u know watchin lido,"['u', 'know', 'watchin', 'lido']"
649,0,U haven    t lost me ill always b here 4u.i didn    t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that    s what itried2tell urmom.i careabout u,u lost ill alway b 4u intend 2 hurt u never knew u felt iwa marin itried2tel urmom careabout u,"['u', 'lost', 'ill', 'alway', 'b', '4u', 'intend', '2', 'hurt', 'u', 'never', 'knew', 'u', 'felt', 'iwa', 'marin', 'itried2tel', 'urmom', 'careabout', 'u']"
650,0,Then wat r u doing now? Busy wif work?,wat r u busi wif work,"['wat', 'r', 'u', 'busi', 'wif', 'work']"
651,0,K:)k.are you in college?,k k colleg,"['k', 'k', 'colleg']"
652,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",spend day wait ideal path appear front us forget path made walk wait goodnight,"['spend', 'day', 'wait', 'ideal', 'path', 'appear', 'front', 'us', 'forget', 'path', 'made', 'walk', 'wait', 'goodnight']"
653,0,I think just yourself    _Thanks and see you tomo,think thank see tomo,"['think', 'thank', 'see', 'tomo']"
654,0,"Haha better late than ever, any way I could swing by?",haha better late ever way could swing,"['haha', 'better', 'late', 'ever', 'way', 'could', 'swing']"
655,0,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi,"['realli', 'tot', 'ur', 'paper', 'end', 'long', 'ago', 'wat', 'u', 'copi', 'ju', 'got', 'use', 'u', 'happi', 'lar', 'still', 'haf', '2', 'studi']"
656,0,Can come my room but cannot come my house cos my house still messy... Haha...,come room come hous co hous still messi haha,"['come', 'room', 'come', 'hous', 'co', 'hous', 'still', 'messi', 'haha']"
657,0,They will pick up and drop in car.so no problem..,pick drop car problem,"['pick', 'drop', 'car', 'problem']"
658,0,What is this 'hex' place you talk of? Explain!,hex place talk explain,"['hex', 'place', 'talk', 'explain']"
659,0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount u get book,"['wot', 'student', 'discount', 'u', 'get', 'book']"
660,0,"I'm in a meeting, call me later at",meet call later,"['meet', 'call', 'later']"
661,0,Probably a couple hours tops,probabl coupl hour top,"['probabl', 'coupl', 'hour', 'top']"
662,0,"Alright if you're sure, let me know when you're leaving",alright sure let know leav,"['alright', 'sure', 'let', 'know', 'leav']"
663,0,WHO ARE YOU SEEING?,see,['see']
664,0,"Yeah, that's fine! It's  6 to get in, is that ok? ",yeah fine 6 get ok,"['yeah', 'fine', '6', 'get', 'ok']"
665,0,I absolutely LOVE South Park! I only recently started watching the office.,absolut love south park recent start watch offic,"['absolut', 'love', 'south', 'park', 'recent', 'start', 'watch', 'offic']"
666,0,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",stop wonder wow ever go stop tm ing tm whenev want mine laugh,"['stop', 'wonder', 'wow', 'ever', 'go', 'stop', 'tm', 'ing', 'tm', 'whenev', 'want', 'mine', 'laugh']"
667,0,Hey now am free you can call me.,hey free call,"['hey', 'free', 'call']"
668,0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercis yeah kinda rememb wot hmm,"['well', 'done', 'blimey', 'exercis', 'yeah', 'kinda', 'rememb', 'wot', 'hmm']"
669,0,You in your room? I need a few,room need,"['room', 'need']"
670,0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ok later show around 8 8 30 want cld drink wld prefer spend money nosh mind nxt wk,"['ok', 'later', 'show', 'around', '8', '8', '30', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'mind', 'nxt', 'wk']"
671,0,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watch tv lor funni bluff 4 wat izzit thk imposs us,"['watch', 'tv', 'lor', 'funni', 'bluff', '4', 'wat', 'izzit', 'thk', 'imposs', 'us']"
672,0,Pathaya enketa maraikara pa',pathaya enketa maraikara pa,"['pathaya', 'enketa', 'maraikara', 'pa']"
673,0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagin would realli gentl unlik doc treat patient like turkey,"['yeah', 'imagin', 'would', 'realli', 'gentl', 'unlik', 'doc', 'treat', 'patient', 'like', 'turkey']"
674,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,"['tessi', 'pl', 'favor', 'pl', 'convey', 'birthday', 'wish', 'nimya', 'pl', 'dnt', 'forget', 'today', 'birthday', 'shija']"
675,0,Haha... Really oh no... How? Then will they deduct your lesson tmr?,haha realli oh deduct lesson tmr,"['haha', 'realli', 'oh', 'deduct', 'lesson', 'tmr']"
676,0,", ow u dey.i paid 60,400thousad.i told  u would call . ",ow u dey paid 60 400thousad told u would call,"['ow', 'u', 'dey', 'paid', '60', '400thousad', 'told', 'u', 'would', 'call']"
677,0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear,"['u', 'laugh', 'realli', 'loud', 'u', 'talk', 'spontan', 'u', 'dont', 'care', 'other', 'feel', 'u', 'probabl', 'dear', 'amp', 'best', 'friend', 'goodeven', 'dear']"
678,0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,hey forget mine possess properti mmm childish smile,"['hey', 'forget', 'mine', 'possess', 'properti', 'mmm', 'childish', 'smile']"
679,0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im reali soz imat mum 2nite 2moro,"['im', 'reali', 'soz', 'imat', 'mum', '2nite', '2moro']"
680,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep safe need miss alreadi envi everyon see real life,"['keep', 'safe', 'need', 'miss', 'alreadi', 'envi', 'everyon', 'see', 'real', 'life']"
681,0,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,heard anyth answer text guess flake said jb fantast,"['heard', 'anyth', 'answer', 'text', 'guess', 'flake', 'said', 'jb', 'fantast']"
682,0,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day spoken sinc weekend,"['hiya', 'good', 'day', 'spoken', 'sinc', 'weekend']"
683,0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan,"['xam', 'hall', 'boy', 'ask', 'girl', 'tell', 'start', 'term', 'di', 'answer', 'den', 'manag', 'lot', 'hesit', 'n', 'lookin', 'around', 'silent', 'said', 'intha', 'ponnungal', 'ipaditan']"
684,0,Good morning pookie pie! Lol hope I didn't wake u up,good morn pooki pie lol hope wake u,"['good', 'morn', 'pooki', 'pie', 'lol', 'hope', 'wake', 'u']"
685,0,Oh all have to come ah?,oh come ah,"['oh', 'come', 'ah']"
686,0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ye post coupl pic fb still snow outsid wake,"['ye', 'post', 'coupl', 'pic', 'fb', 'still', 'snow', 'outsid', 'wake']"
687,0,He's just gonna worry for nothing. And he won't give you money its no use.,gon na worri noth give money use,"['gon', 'na', 'worri', 'noth', 'give', 'money', 'use']"
688,0,Missing you too.pray inshah allah,miss pray inshah allah,"['miss', 'pray', 'inshah', 'allah']"
689,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,"['want', 'wish', 'happi', 'new', 'year', 'want', 'talk', 'legal', 'advic', 'gari', 'split', 'person', 'make', 'trip', 'ptbo', 'hope', 'everyth', 'good', 'babe', 'love', 'ya']"
690,0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorri earlier put fire around talk 9 actual life lol,"['sorri', 'earlier', 'put', 'fire', 'around', 'talk', '9', 'actual', 'life', 'lol']"
691,0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,know shall speak lt gt minut,"['know', 'shall', 'speak', 'lt', 'gt', 'minut']"
692,0,Yavnt tried yet and never played original either,yavnt tri yet never play origin either,"['yavnt', 'tri', 'yet', 'never', 'play', 'origin', 'either']"
693,0,Many more happy returns of the day. I wish you happy birthday.,mani happi return day wish happi birthday,"['mani', 'happi', 'return', 'day', 'wish', 'happi', 'birthday']"
694,0,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea,"['good', 'afternoon', 'love', 'goe', 'day', 'hope', 'mayb', 'got', 'lead', 'job', 'think', 'boytoy', 'send', 'passion', 'kiss', 'across', 'sea']"
695,0,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyyarikatur kolathupalayam unjalur post erod di lt gt,"['poyyarikatur', 'kolathupalayam', 'unjalur', 'post', 'erod', 'di', 'lt', 'gt']"
696,0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,wish hold tightli make see import much mean much need life,"['wish', 'hold', 'tightli', 'make', 'see', 'import', 'much', 'mean', 'much', 'need', 'life']"
697,0,No message..no responce..what happend?,messag responc happend,"['messag', 'responc', 'happend']"
698,0,"Its ok, called mom instead have fun",ok call mom instead fun,"['ok', 'call', 'mom', 'instead', 'fun']"
699,0,Ok,ok,['ok']
700,0,Nice.nice.how is it working?,nice nice work,"['nice', 'nice', 'work']"
701,0,If You mean the website. Yes.,mean websit ye,"['mean', 'websit', 'ye']"
702,0,Am slow in using biola's fne,slow use biola fne,"['slow', 'use', 'biola', 'fne']"
703,0,Otherwise had part time job na-tuition..,otherwis part time job na tuition,"['otherwis', 'part', 'time', 'job', 'na', 'tuition']"
704,0,"And that's fine, I got enough bud to last most of the night at least",fine got enough bud last night least,"['fine', 'got', 'enough', 'bud', 'last', 'night', 'least']"
705,0,Lol! Oops sorry! Have fun. ,lol oop sorri fun,"['lol', 'oop', 'sorri', 'fun']"
706,0,"Sorry, I can't text &amp; drive coherently, see you in twenty",sorri text amp drive coher see twenti,"['sorri', 'text', 'amp', 'drive', 'coher', 'see', 'twenti']"
707,0,Hahaha..use your brain dear,hahaha use brain dear,"['hahaha', 'use', 'brain', 'dear']"
708,0,R u here yet? I'm wearing blue shirt n black pants.,r u yet wear blue shirt n black pant,"['r', 'u', 'yet', 'wear', 'blue', 'shirt', 'n', 'black', 'pant']"
709,0,At WHAT TIME should i come tomorrow,time come tomorrow,"['time', 'come', 'tomorrow']"
710,0,I'm on da bus going home...,da bu go home,"['da', 'bu', 'go', 'home']"
711,0,Staff of placement training in Amrita college.,staff placement train amrita colleg,"['staff', 'placement', 'train', 'amrita', 'colleg']"
712,0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist theme mu,"['nice', 'new', 'shirt', 'thing', 'wear', 'nudist', 'theme', 'mu']"
713,0,Hmmm:)how many players selected?,hmmm mani player select,"['hmmm', 'mani', 'player', 'select']"
714,0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,littl med say take everi 8 hour 5 pain back took anoth hope die,"['littl', 'med', 'say', 'take', 'everi', '8', 'hour', '5', 'pain', 'back', 'took', 'anoth', 'hope', 'die']"
715,0,I will be outside office take all from there,outsid offic take,"['outsid', 'offic', 'take']"
716,0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,go thru differ feel waver decis cope individu time heal everyth believ,"['go', 'thru', 'differ', 'feel', 'waver', 'decis', 'cope', 'individu', 'time', 'heal', 'everyth', 'believ']"
